id,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
32327,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0203_wotm,1918-02-05T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32328,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0204_wotm,1918-02-06T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32329,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0205_wotm,1918-02-07T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32330,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0206_wotm,1918-02-08T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32331,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0207_wotm,1918-02-09T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32332,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0208_wotm,1918-02-11T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32333,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0209_wotm,1918-02-12T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,13
32334,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0210_wotm,1918-02-13T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32335,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0211_wotm,1918-02-14T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32336,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0212_wotm,1918-02-15T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32337,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0213_wotm,1918-02-16T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32338,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0214_wotm,1918-02-18T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32339,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0215_wotm,1918-02-19T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32340,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0216_wotm,1918-02-20T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32341,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0217_wotm,1918-02-21T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32342,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0218_wotm,1918-02-22T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,22
32343,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0219_wotm,1918-02-23T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32344,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0220_wotm,1918-02-25T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,19
32345,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0221_wotm,1918-02-26T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,18
32346,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0222_wotm,1918-02-27T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,19
32347,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0223_wotm,1918-02-28T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,19
32348,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0224_wotm,1918-03-05T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,17
32349,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0225_wotm,1918-03-06T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,18
32350,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0226_wotm,1918-03-06T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,17
32351,YE PEG WOFFINGTON COFFEE HOUSE,,,,22.5x18cm folded; 22.5x36cm open,NONE,,1918-0227_wotm,1918-02-04T00:00:00Z,YE PEG WOFFINGTON COFFEE HOUSE,Dollars,$,COMPLETE,3,49
32352,THE AMERICAN MUSEUM OF NATURAL HISTORY,,,,19x13.5cm folded; 19x27cm open,NONE,Whale Steak Luncheon,1918-0228_wotm,1918-02-08T00:00:00Z,THE AMERICAN MUSEUM OF NATURAL HISTORY,,,COMPLETE,3,25
32353,ALL SOULS CHURCH,,,,18x14cm folded; 18x28cm open,NONE,Annual Dinner Men's Club,1918-0229_wotm,1918-02-08T00:00:00Z,ALL SOULS CHURCH,,,COMPLETE,4,17
32354,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0230_wotm,1918-02-07T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,95
32355,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0231_wotm,1918-02-07T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,169
32356,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0232_wotm,1918-02-08T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,331
32357,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0233_wotm,1918-02-08T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,118
32358,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0234_wotm,1918-02-09T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,77
32359,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0235_wotm,1918-02-09T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,326
32360,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0236_wotm,1918-02-11T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,112
32361,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0237_wotm,1918-02-11T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,54
32362,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0238_wotm,1918-02-12T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,316
32363,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0239_wotm,1918-02-12T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,234
32364,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0240_wotm,1918-02-13T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,327
32365,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0241_wotm,1918-02-13T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,120
32366,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0242_wotm,1918-02-14T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,98
32367,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0243_wotm,1918-02-14T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,225
32368,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0244_wotm,1918-02-15T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,330
32369,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0245_wotm,1918-02-15T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,191
32370,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0246_wotm,1918-02-16T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,316
32371,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0247_wotm,1918-02-16T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,139
32372,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0248_wotm,1918-02-18T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,213
32373,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0249_wotm,1918-02-18T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,213
32374,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0250_wotm,1918-02-19T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,37
32375,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0251_wotm,1918-02-19T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,311
32376,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0252_wotm,1918-02-20T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,166
32377,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0253_wotm,1918-02-20T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,222
32378,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0254_wotm,1918-02-21T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,328
32379,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0255_wotm,1918-02-21T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,314
32380,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0256_wotm,1918-02-22T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,167
32381,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0257_wotm,1918-02-22T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,132
32382,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0258_wotm,1918-02-23T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,176
32383,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0259_wotm,1918-02-23T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,318
32384,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0260_wotm,1918-02-25T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,333
32385,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0261_wotm,1918-02-25T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,318
32386,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0262_wotm,1918-02-26T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,315
32387,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0263_wotm,1918-02-26T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,142
32388,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0264_wotm,1918-02-27T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,240
32389,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0265_wotm,1918-02-27T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,80
32390,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,luncheon,1918-0266_wotm,1918-02-28T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,187
32391,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,dinner,1918-0267_wotm,1918-02-28T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,129
32392,DELMONICO'S NY,,,,30x22cm,NONE,,1918-0268_wotm,1918-04-19T00:00:00Z,DELMONICOS,Dollars,$,COMPLETE,2,224
32393,HOTEL ASTOR,,,,28x21.5cm folded; 28x43cm open,NONE,to Hon. Thomas D. McCarthy,1918-0269_wotm,1918-12-28T00:00:00Z,HOTEL ASTOR,,,COMPLETE,7,21
32394,JOE'S RESTAURANT,,,,36.5x19cm folded; 36.5x38cm open,NONE,menu is ripped,1918-0270_wotm,1918-12-29T00:00:00Z,JOE'S RESTAURANT,Dollars,$,COMPLETE,4,361
32395,HOTEL HERALD SQUARE,,,,24x16.5cm folded; 24x33cm open,NONE,,1918-0001_wotm,1918-01-01T00:00:00Z,HERALD SQUARE HOTEL,,,COMPLETE,3,16
32396,THE HANNABERRY & MORAN DINING ROOM,,,,28.5x18cm folded; 28.5x36cm open,NONE,menu is ripped in half,1918-0002_wotm,1918-01-01T00:00:00Z,THE HANNABERRY & MORAN DINING ROOM,Dollars,$,COMPLETE,4,99
32397,THE NEW YORK CENTRAL RAILROAD COMPANY,,,,21x32.5cm,NONE,,1918-0003_wotm,1918-01-01T00:00:00Z,THE NEW YORK CENTRAL RAILROAD COMPANY,Dollars,$,COMPLETE,2,87
32398,U.S.S. OKLAHOMA,,,,18x14cm folded; 18x28cm open,NONE,,1918-0004_wotm,1918-01-01T00:00:00Z,U.S.S. OKLAHOMA,,,COMPLETE,3,19
32399,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0005_wotm,1918-01-01T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,153
32400,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0006_wotm,1918-01-01T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,153
32401,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0007_wotm,1918-01-02T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,163
32402,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0008_wotm,1918-01-03T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,168
32403,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0009_wotm,1918-01-03T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,164
32404,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0010_wotm,1918-01-04T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,161
32405,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0011_wotm,1918-01-05T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,159
32406,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0012_wotm,1918-01-05T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,160
32407,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0013_wotm,1918-01-06T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,167
32408,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0014_wotm,1918-01-06T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,169
32409,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0015_wotm,1918-01-07T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,169
32410,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0016_wotm,1918-01-08T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,158
32411,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0017_wotm,1918-01-09T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,167
32412,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0018_wotm,1918-01-09T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,171
32413,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,US Food Administration rationing suggestions,1918-0019_wotm,1918-01-10T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,172
32414,HANNABERRY & MORAN,,,,28.5x16cm,NONE,,1918-0020_wotm,1918-01-02T00:00:00Z,HANNABERRY & MORAN,Dollars,$,COMPLETE,1,44
32415,HANNABERRY & MORAN,,,,28.5x16cm,NONE,,1918-0021_wotm,1918-01-03T00:00:00Z,HANNABERRY & MORAN,Dollars,$,COMPLETE,1,43
32416,HANNABERRY & MORAN,,,,28.5x16cm,NONE,,1918-0022_wotm,1918-01-05T00:00:00Z,HANNABERRY & MORAN,Dollars,$,COMPLETE,1,44
32417,PENNSYLVANIA RAILROAD,,,,26.5x15.5cm,NONE,,1918-0023_wotm,1918-01-02T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,2,249
32418,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,wheat conservation day,1918-0024_wotm,1918-01-02T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Deutsche Marks,DM,COMPLETE,2,48
32419,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,wheat conservation day,1918-0025_wotm,1918-01-02T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,95
32420,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0026_wotm,1918-01-03T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,331
32421,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0027_wotm,1918-01-03T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,269
32422,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0028_wotm,1918-01-04T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,327
32423,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0029_wotm,1918-01-04T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,236
32424,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0030_wotm,1918-01-05T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,243
32425,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0031_wotm,1918-01-05T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,139
32426,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0032_wotm,1918-01-07T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,70
32427,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0033_wotm,1918-01-07T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,215
32428,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0034_wotm,1918-01-08T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,61
32429,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0035_wotm,1918-01-08T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,68
32430,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0036_wotm,1918-01-09T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,124
32431,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0037_wotm,1918-01-09T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,229
32432,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0038_wotm,1918-01-10T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,323
32433,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18.5cm,NONE,,1918-0039_wotm,1918-01-10T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,75
32434,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0040_wotm,1918-01-02T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32435,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0041_wotm,1918-01-03T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,21
32436,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0042_wotm,1918-01-04T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32437,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0043_wotm,1918-01-05T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32438,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0044_wotm,1918-01-07T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32439,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0045_wotm,1918-01-08T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32440,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0046_wotm,1918-01-09T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32441,WM. F. HEALY'S 42ND ST. GRILL,,,,20x13cm,NONE,,1918-0047_wotm,1918-01-10T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32442,LOUIS SHERRY,,,,27x30.5cm,NONE,right hand side of menu is printed in French,1918-0048_wotm,1918-01-03T00:00:00Z,LOUIS SHERRY,Dollars,$,COMPLETE,1,113
32443,LOUIS SHERRY,,,,27x30.5cm,NONE,right hand side of menu is printed in French,1918-0049_wotm,1918-01-05T00:00:00Z,LOUIS SHERRY,Dollars,$,COMPLETE,1,114
32444,HOTEL HERALD SQUARE,,,,32.5x14.5cm,NONE,,1918-0050_wotm,1918-01-04T00:00:00Z,HERALD SQUARE HOTEL,Dollars,$,COMPLETE,1,123
32445,HOTEL HERALD SQUARE,,,,32.5x14.5cm,NONE,,1918-0051_wotm,1918-01-09T00:00:00Z,HERALD SQUARE HOTEL,Dollars,$,COMPLETE,1,119
32446,HOTEL HERALD SQUARE,,,,32.5x14.5cm,NONE,,1918-0052_wotm,1918-01-10T00:00:00Z,HERALD SQUARE HOTEL,Dollars,$,COMPLETE,1,114
32447,HOTEL HERALD SQUARE,,,,29.5x22cm folded; 29.5x43cm open,NONE,,1918-0053_wotm,1918-01-05T00:00:00Z,HERALD SQUARE HOTEL,Dollars,$,COMPLETE,3,531
32448,STRATFORD INN AT DEL MAR,,,,18x12.5cm,NONE,,1918-0054_wotm,1918-01-09T00:00:00Z,STRATFORD INN AT DEL MAR,,,COMPLETE,1,30
32449,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0055_wotm,1918-01-11T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32450,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0056_wotm,1918-01-12T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32451,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0057_wotm,1918-01-15T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32452,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0058_wotm,1918-01-16T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32453,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0059_wotm,1918-01-17T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,22
32454,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0060_wotm,1918-01-19T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
